Original,Normalized
CALIFORNIA STATEWIDE LAW ENFORCEMENT ASSOCIATION PAC (CSLEA),CALIFORNIA STATEWIDE LAW ENFORCEMENT ASSOCIATION
CALIFORNIA STATEWIDE LAW ENFORCEMENT ASSOCIATION POLITICAL ACTION COMMITTEE,CALIFORNIA STATEWIDE LAW ENFORCEMENT ASSOCIATION
CA TEACHERS ASSN ISSUES PAC,CALIFORNIA TEACHERS ASSOCIATION
CA TEACHERS ASSN--ASSN FOR BETTER CITIZENSHIP,CALIFORNIA TEACHERS ASSOCIATION
CA TEACHERS ASSN.--ASSN. FOR BETTER CITIZENSHIP,CALIFORNIA TEACHERS ASSOCIATION
CA TEACHERS ASSN./ASSN. FOR BETTER CITIZENSHIP,CALIFORNIA TEACHERS ASSOCIATION
CA TEACHERS ASSN/ASSN FOR BETTER CITIZENSHIP,CALIFORNIA TEACHERS ASSOCIATION
CALIFORNIA TEACHERS ASSN FOR BETTER CITIZENSHIP,CALIFORNIA TEACHERS ASSOCIATION
CALIFORNIA TEACHERS ASSN FOR BETTER CITIZENSHIP,CALIFORNIA TEACHERS ASSOCIATION
CALIFORNIA TEACHERS ASSN. - ASSN. FOR BETTER CITIZENSHIP,CALIFORNIA TEACHERS ASSOCIATION
CALIFORNIA TEACHERS ASSN. ASSN. FOR BETTER CITIZENSHIP,CALIFORNIA TEACHERS ASSOCIATION
CALIFORNIA TEACHERS ASSN. FOR BETTER CITIZENSHIP,CALIFORNIA TEACHERS ASSOCIATION
CALIFORNIA TEACHERS ASSOCIATION - ASSOCIATION FOR BETTER CITIZENSHIP,CALIFORNIA TEACHERS ASSOCIATION
CALIFORNIA TEACHERS ASSOCIATION - ASSOCIATION FOR BETTER CITIZENSHIP,CALIFORNIA TEACHERS ASSOCIATION
CALIFORNIA TEACHERS ASSOCIATION - ASSOCIATION FOR BETTER CITIZENSHIP SMALL CONTRIBUTOR COMMITTEE,CALIFORNIA TEACHERS ASSOCIATION
CALIFORNIA TEACHERS ASSOCIATION - ASSOCIATION FOR BETTER CITIZENSHIP SMALL CONTRIBUTOR COMMITTEE,CALIFORNIA TEACHERS ASSOCIATION
CALIFORNIA TEACHERS ASSOCIATION - ISSUES PAC,CALIFORNIA TEACHERS ASSOCIATION
CALIFORNIA TEACHERS ASSOCIATION ASSOCIATION FOR BETTER CITIZENSHIP,CALIFORNIA TEACHERS ASSOCIATION
CALIFORNIA TEACHERS ASSOCIATION ASSOCIATION FOR BETTER CITIZENSHIP SMALL CONTRIBUTOR COMMITTEE,CALIFORNIA TEACHERS ASSOCIATION
CALIFORNIA TEACHERS ASSOCIATION FOR BETTER CITIZENSHIP,CALIFORNIA TEACHERS ASSOCIATION
CALIFORNIA TEACHERS ASSOCIATION INDEPENDENT EXPENDITURE COMMITTEE,CALIFORNIA TEACHERS ASSOCIATION
CALIFORNIA TEACHERS ASSOCIATION ISSUES PAC,CALIFORNIA TEACHERS ASSOCIATION
"CALIFORNIA TEACHERS ASSOCIATION, ASSOCIATION FOR BETTER CITIZENSHIP",CALIFORNIA TEACHERS ASSOCIATION
"CALIFORNIA TEACHERS ASSOCIATION, ASSOCIATION FOR BETTER CITIZENSHIP SMALL CONTRIBUTOR COMMITTEE",CALIFORNIA TEACHERS ASSOCIATION
CALIFORNIA TEACHERS ASSOCIATION/ ASSOCIATION FOR BETTER CITIZENSHIP,CALIFORNIA TEACHERS ASSOCIATION
CALIFORNIA TEACHERS ASSOCIATION/ASSOCATION FOR BETTER CITIZENSHIP SMALL CONTRIBUTOR COMMITTEE,CALIFORNIA TEACHERS ASSOCIATION
CALIFORNIA TEACHERS ASSOCIATION/ASSOCIATION FOR BETTER CITIZENSHIP,CALIFORNIA TEACHERS ASSOCIATION
CALIFORNIA TEACHERS ASSOCIATION/ASSOCIATION FOR BETTER CITIZENSHIP SMALL CONTRIBUTOR COMMITEE,CALIFORNIA TEACHERS ASSOCIATION
CALIFORNIA TEACHERS ASSOCIATION/ASSOCIATION FOR BETTER CITIZENSHIP SMALL CONTRIBUTOR COMMITTEE,CALIFORNIA TEACHERS ASSOCIATION
CALIFORNIA TEACHERS ASSOCIATION/ISSUES PAC,CALIFORNIA TEACHERS ASSOCIATION
CA TEAMSTERS PUBLIC AFFAIRS COUNCIL,CALIFORNIA TEAMSTERS PUBLIC AFFAIRS COUNCIL
CALIFORNIA TEAMSTERS PAC,CALIFORNIA TEAMSTERS PUBLIC AFFAIRS COUNCIL
CALIFORNIA TEAMSTERS PUBLIC AFFAIRS COUNCIL,CALIFORNIA TEAMSTERS PUBLIC AFFAIRS COUNCIL
CALIFORNIA TEAMSTERS PUBLIC AFFAIRS COUNCIL PUBLIC AFFAIRS,CALIFORNIA TEAMSTERS PUBLIC AFFAIRS COUNCIL
CALIFORNIA TEAMSTERS PUBLIC AFFAIRS COUNCIL PUBLIC AFFAIRS FUND,CALIFORNIA TEAMSTERS PUBLIC AFFAIRS COUNCIL
CALIFORNIA TEAMSTERS PUBLIC AFFAIRS COUNCIL PUBLIC AFFAIRS FUND SMALL CONTRIBUTOR COMMITTEE,CALIFORNIA TEAMSTERS PUBLIC AFFAIRS COUNCIL
PUBLIC AFFAIRS CALIFORNIA TEAMSTERS PUBLIC AFFAIRS COUNCIL,CALIFORNIA TEAMSTERS PUBLIC AFFAIRS COUNCIL
TEAMSTERS CALIFORNIA PAC,CALIFORNIA TEAMSTERS PUBLIC AFFAIRS COUNCIL
TEAMSTERS CALIFORNIA PAC SMALL CONTRIBUTOR COMMITTEE,CALIFORNIA TEAMSTERS PUBLIC AFFAIRS COUNCIL
CA VETERINARY MEDICAL ASSOC. PAC,CALIFORNIA VETERINARY MEDICAL ASSOCIATION
CALIFORNIA VETERINARY MEDICAL ASSOCIATION PAC,CALIFORNIA VETERINARY MEDICAL ASSOCIATION
CALIFORNIA VETERINARY MEDICAL ASSOCIATIONM PAC,CALIFORNIA VETERINARY MEDICAL ASSOCIATION
CALIFORNIA WATER ASSOCIATION PAC,CALIFORNIA WATER ASSOCIATION
CALIFORNIA WATER ASSOCIATION POLITICAL ACTION COMMITTEE,CALIFORNIA WATER ASSOCIATION
CALIFORNIA WATERASSOCIATION PAC,CALIFORNIA WATER ASSOCIATION
CALIFORNIA WESTSIDE FARMERS STATE PAC,CALIFORNIA WESTSIDE FARMERS
CAL-NV CONFERENCE OF OPERATING ENGINEERS PAC,CALIFORNIA-NEVADA CONFERENCE OF OPERATING ENGINEERS
CALIFORNIA - NEVADA CONFERENCE OF OPERATING ENGINEERS PAC SMALL CONTRIBUTOR COMMITTEE,CALIFORNIA-NEVADA CONFERENCE OF OPERATING ENGINEERS
CALIFORNIA-NEVADA CONFERENCE OF OPERATING ENGINEERS PAC,CALIFORNIA-NEVADA CONFERENCE OF OPERATING ENGINEERS
CALIFORNIA-NEVADA CONFERENCE OF OPERATING ENGINEERS PAC (SCC),CALIFORNIA-NEVADA CONFERENCE OF OPERATING ENGINEERS
CALIFORNIA-NEVADA CONFERENCE OF OPERATING ENGINEERS PAC SCC,CALIFORNIA-NEVADA CONFERENCE OF OPERATING ENGINEERS
CALIFORNIA-NEVADA CONFERENCE OF OPERATING ENGINEERS PAC SMALL CONTRIBUTOR COMMITTEE,CALIFORNIA-NEVADA CONFERENCE OF OPERATING ENGINEERS
CALIFORNIA-NEVADA CONFERENCE OF OPERATING ENGINEERS POLITICAL ACTION COMMITTEE,CALIFORNIA-NEVADA CONFERENCE OF OPERATING ENGINEERS
CALIFORNIANS ALLIED FOR PATIENT PROTECTION PAC,CALIFORNIANS ALLIED FOR PATIENT PROTECTION
CALIFORNIANS ALLIED FOR PATIENT PROTECTION PAC (CAPP PAC),CALIFORNIANS ALLIED FOR PATIENT PROTECTION
CALIFORNIANS FOR FAIR HOUSING,CALIFORNIANS FOR FAIR HOUSING PAC
CALIFORNIANS FOR FAIR HOUSING PAC,CALIFORNIANS FOR FAIR HOUSING PAC
CALIFORNIANS FOR FAIR HOUSING SPONSORED BY CALIFORNIA RENTAL HOUSING ASSOCIATION,CALIFORNIANS FOR FAIR HOUSING PAC
CALIFORNIA FOR JOBS AND A STRONG ECONOMY,CALIFORNIANS FOR JOBS & A STRONG ECONOMY PAC
CALIFORNIANS FOR JOBS & A STRONG ECONOMY,CALIFORNIANS FOR JOBS & A STRONG ECONOMY PAC
CALIFORNIANS FOR JOBS AND A STRONG ECONOMY,CALIFORNIANS FOR JOBS & A STRONG ECONOMY PAC
"CALIFORNIANS FOR RESPONSIBLE ARTIFICIAL INTELLIGENCE, SPONSORED BY ENCODE AI CORPORATION",CALIFORNIANS FOR RESPONSIBLE ARTIFICIAL INTELLIGENCE PAC
"CALIFORNIANS FOR RESPONSIBLE ARTIFICIAL INTELLIGENCE, SPONSORED BY ENCODE ARTIFICIAL INTELLIGENCE CORPORATION",CALIFORNIANS FOR RESPONSIBLE ARTIFICIAL INTELLIGENCE PAC
CALIFORNIANS FOR SAFER NEIGHBORHOODS,CALIFORNIANS FOR SAFER NEIGHBORHOODS PAC
CALIFORNIANS FOR SAFER NEIGHBORHOODS SPONSORED BY ASSOCIATION FOR LOS ANGELES DEPUTY SHERIFFS,CALIFORNIANS FOR SAFER NEIGHBORHOODS PAC
"CALIFORNIANS FOR SAFER NEIGHBORHOODS, SPONSORED BY ASSOCIATION FOR LOS ANGELES DEPUTY SHERIFFS",CALIFORNIANS FOR SAFER NEIGHBORHOODS PAC
CALPINE CORP,CALPINE
CALPINE CORPORATION,CALPINE
CALTRAVEL ASSOCIATION PAC,CALTRAVEL ASSOCIATION
"CALTRAVEL ASSOCIATION PAC, SPONSORED BY CALIFORNIA TRAVEL ASSOCIATION",CALTRAVEL PAC
CALTRAVEL PAC SPONSORED BY CALIFORNIA TRAVEL ASSOCIATION,CALTRAVEL PAC
"CALTRAVEL PAC, SPONSORED BY CALIFORNIA TRAVEL ASSOCIATION",CALTRAVEL PAC
CAMBRIDGE HEALTHCARE SERVICES (CASSIE DUNHAM),CAMBRIDGE HEALTHCARE SERVICES
CAMBRIDGE HEALTHCARE SERVICES LLC,CAMBRIDGE HEALTHCARE SERVICES
CANNABIS DISTRIBUTION ASSOCIATION PAC,CANNABIS DISTRIBUTION ASSOCIATION
CANNABIS DISTRIBUTION ASSSOCIATION PAC,CANNABIS DISTRIBUTION ASSOCIATION
CAPA 21 STATE,CAPA 21
CAPA21 STATE,CAPA 21
CAPITAL ONE SERVICES LLC(EMILY WEEMS),CAPITAL ONE SERVICES
"CAPITAL ONE SERVICES, LLC",CAPITAL ONE SERVICES
"CAPITAL ONE SERVICES, LLC( )",CAPITAL ONE SERVICES
"CAPITAL ONE SERVICES, LLC(EMILY WEEMS)",CAPITAL ONE SERVICES
CAPPS - INDEPENDENT COALITION OF EDUCATORS,CAPPS - INDEPENDENT COALITION OF EDUCATORS
CAPPS-INDEPENDENT COALITION OF EDUCATORS,CAPPS - INDEPENDENT COALITION OF EDUCATORS
CAREMARK RX INC.,CAREMARK RX
"CAREMARK RX, INC.",CAREMARK RX
CARGO CALIFORNIA TRUCKING ASSOCIATION PAC,CARGO CALIFORNIA TRUCKING ASSOCIATION
CARGO PAC - CALIFORNIA TRUCKING ASSOCIATION,CARGO CALIFORNIA TRUCKING ASSOCIATION
CARGO PAC - CALIFORNIA TRUCKING ASSOCIATION PAC,CARGO CALIFORNIA TRUCKING ASSOCIATION
CARGO PAC CALIFORNIA TRUCKING ASSOCIATION,CARGO CALIFORNIA TRUCKING ASSOCIATION
CARL DEMAIO FOR ASSEMBLY 2026,CARL DEMAIO FOR STATE ASSEMBLY
CARL DEMAIO FOR STATE ASSEMBLY 2026,CARL DEMAIO FOR STATE ASSEMBLY
"EMILSON, CARL.",CARL EMILSON
"MATTHES, MR. CARL",CARL MATTHES
"BARRRON, CARLOS C.",CARLOS BARRON
CARLOS VILLAPUDUA FOR ASSEMBLY 2022,CARLOS VILLAPUDUA FOR ASSEMBLY
CARMEN PERRY,CARMEN PERRY
PERRY CARMEN,CARMEN PERRY
"MACFADDEN, CAROL",CAROL MCFADDEN
"COOKE SHELLER, CAROLE",CAROLE COOKE-SHELLER
GARDEN CITY INC. DBA CASINO M8TRIX,CASINO M8TRIX
CATERPILLAR INC. PAC (CATPAC),CATERPILLAR
CATERPILLAR INC. PAC (CATPAC) (FEC ID# C00148031),CATERPILLAR
CATERPILLAR INC. POLITICAL ACTION COMMITTEE (CATPAC) (FEC ID# C00148031),CATERPILLAR
"CATERPILLAR, INC.",CATERPILLAR
"CATERPILLAR, INC. (CATPAC)  PAC",CATERPILLAR
"CATERPILLAR, INC. (CATPAC) FEDERAL PAC",CATERPILLAR
"CATERPILLAR, INC. FEDERAL PAC (CATPAC)",CATERPILLAR
"CATERPILLAR, INC. PAC (CATPAC) (FEC ID C00148031)",CATERPILLAR
CATHY KELLY,CATHY KELLY
KATE KELLY,CATHY KELLY
CATHY NECE,CATHY NECE
KATE NYCE,CATHY NECE
CATHY SMITH,CATHY SMITH
KATHY SMITH,CATHY SMITH
CLM CATTLEMEN'S LIVESTOCK MARKET INC,CATTLEMEN'S LIVESTOCK MARKET
CLM CATTLEMEN'S LIVESTOCK MARKET INC RUA,CATTLEMEN'S LIVESTOCK MARKET
C.C. YIN,CC YIN
CECILIA AGUIAR-CURRY FOR ASSEMBLY 2022,CECILIA AGUIAR-CURRY FOR ASSEMBLY
CELEBRITY CASINOS INC.,CELEBRITY CASINOS
CELEBRITY CASINOS INC. DBA CRYSTAL CASINO,CELEBRITY CASINOS
"CELEBRITY CASINOS, INC.",CELEBRITY CASINOS
CEMENT MASON'S LOCAL 400 PAC,CEMENT MASON'S LOCAL 400
CEMENT MASONS LOCAL 400 PAC,CEMENT MASON'S LOCAL 400
CEMEX MATERIALS LLC,CEMEX
CEMEX MATERIALS LLC(DEBORAH WELLS),CEMEX
"CEMEX MATERIALS, LLC",CEMEX
"CEMEX, INC.",CEMEX
"CEMEX, INC. AND AFFILIATED ENTITIES(JOEL GALASSINI)",CEMEX
"CEMEX, INC. EMPLOYEES PAC (FEC ID# C00111880)",CEMEX
"HEALTH NET COMPANIES AND CALIFORNIA HEALTH & WELLNESS, WHOLLY OWNED SUBSIDIARIES OF CENTENE, INC.",CENTENE
"HEALTH NET COMPANIES AND CALIFORNIA HEALTH AND WELLNESS, WHOLLY OWNED SUBSIDIARIES OF CENTENE, INC.",CENTENE
CENTENE MANAGEMENT COMPANY LLC,CENTENE MANAGEMENT COMPANY
CENTENE MANAGEMENT COMPANY LLC (ALLISON BARNETT)),CENTENE MANAGEMENT COMPANY
CENTENE MANAGEMENT COMPANY LLC(ALLISON BARNETT),CENTENE MANAGEMENT COMPANY
CENTENE MANAGEMENT COMPANY LLC(ALLISON BARNETT),CENTENE MANAGEMENT COMPANY
"CENTENE MANAGEMENT COMPANY, LLC",CENTENE MANAGEMENT COMPANY
"CENTENE MANAGEMENT COMPANY, LLC (CENTENE AND ITS AFFILIATE HEALTH NET)(ALLISON BARNETT)",CENTENE MANAGEMENT COMPANY
"CENTENE MANAGEMENT COMPANY, LLC AND ITS AFFILIATE HEALTH NET",CENTENE MANAGEMENT COMPANY
"CENTENE MANAGEMENT COMPANY, LLC AND ITS AFFILIATE HEALTH NET(ALLISON BARNETT)",CENTENE MANAGEMENT COMPANY
"CENTENE MANAGEMENT COMPANY, LLC AND ITS AFFILIATE HEALTHNET",CENTENE MANAGEMENT COMPANY
"CENTENE MANAGEMENT COMPANY, LLC(ALLISON BARNETT)",CENTENE MANAGEMENT COMPANY
"CERCACOR LABORATORIES, INC.",CERCACOR LABORATORIES
CHAD MAYES FOR ASSEMBLY 2020,CHAD MAYES FOR ASSEMBLY
CHAD MAYES FOR ASSEMBLY 2022,CHAD MAYES FOR ASSEMBLY
CHAD S. PEACE,CHAD S PEACE
S. CHAD PEACE,CHAD S PEACE
"CHAMBER PAC SMALL CONTRIBUTOR COMMITTEE, SPONSORED BY CA CHAMBER OF COMMERCE",CHAMBER PAC
"CHAMBER PAC SMALL CONTRIBUTOR COMMITTEE, SPONSORED BY CA CHAMBER OF COMMERCE",CHAMBER PAC
"CHAMBERPAC SMALL CONTRIBUTOR COMMITTEE,SPONSORED BY CA CHAMBER OF COMMERCE",CHAMBER PAC
CHAMBER PAC SMALL CONTRIBUTOR COMMITTEE,"CHAMBER PAC SMALL CONTRIBUTOR COMMITTEE, SPONSORED BY CA CHAMBER OF COMMERCE"
CHAMBERPAC SMALL CONTRIBUTOR COMMITTEE,"CHAMBER PAC SMALL CONTRIBUTOR COMMITTEE, SPONSORED BY CA CHAMBER OF COMMERCE"
CHANNING HAWKINS FOR WEST VALLEY WATER DISTRICT 2019,CHANNING HAWKINS FOR WEST VALLEY WATER DISTRICT
CHANNING HAWKINS FOR WEST VALLEY WATER DISTRICT 2024,CHANNING HAWKINS FOR WEST VALLEY WATER DISTRICT
CHANSHON WANG,CHANSHON WANG
CHANSON WANG,CHANSHON WANG
CHARGEPOINT INC.,CHARGEPOINT
"CHARGEPOINT, INC.",CHARGEPOINT
CHARLES KIMBELL,CHARLES KIMBELL
CHARLES KIMBLE,CHARLES KIMBELL
"ZAENTTI, CHARLES",CHARLES ZANETTI
"TORGOVITISKY, CHARLOTTE",CHARLOTTE TORGOVITSKY
"TORGOVITISKY, CHAROLETTE",CHARLOTTE TORGOVITSKY
CHARTER COMMUNICATIONS INC,CHARTER COMMUNICATIONS
CHARTER COMMUNICATIONS OPERATING,CHARTER COMMUNICATIONS
"CHARTER COMMUNICATIONS, INC.",CHARTER COMMUNICATIONS
CHARTER COMMUNICATIONS OPERATING LLC,CHARTER COMMUNICATIONS OPERATING
CHARTER COMMUNICATIONS OPERATING LLC FORMERLY CHARTER COMMUNICATIONS INC.,CHARTER COMMUNICATIONS OPERATING
CHARTER COMMUNICATIONS OPERATING LLC(KERI ASKEW BAILEY),CHARTER COMMUNICATIONS OPERATING
CHARTER COMMUNICATIONS OPERATING LLC(KERI ASKEW BAILEY),CHARTER COMMUNICATIONS OPERATING
"CHARTER COMMUNICATIONS OPERATING, LLC",CHARTER COMMUNICATIONS OPERATING
"CHARTER COMMUNICATIONS OPERATING, LLC (KARA BUSH)",CHARTER COMMUNICATIONS OPERATING
"CHARTER COMMUNICATIONS OPERATING, LLC (KERI ASKEW BAILEY)",CHARTER COMMUNICATIONS OPERATING
"CHARTER COMMUNICATIONS OPERATING, LLC FORMERLY CHARTER COMMUNICATIONS INC.",CHARTER COMMUNICATIONS OPERATING
"CHARTER COMMUNICATIONS OPERATING, LLC FORMERLY CHARTER COMMUNICATIONS INC. (KERI ASKEW BAILEY)",CHARTER COMMUNICATIONS OPERATING
"CHARTER COMMUNICATIONS OPERATING, LLC FORMERLY CHARTER COMMUNICATIONS INC.(KERI ASKEW BAILEY)",CHARTER COMMUNICATIONS OPERATING
"CHARTER COMMUNICATIONS OPERATING, LLC FORMERLY CHARTER COMMUNICATIONS, INC.",CHARTER COMMUNICATIONS OPERATING
"CHARTER COMMUNICATIONS OPERATING, LLC(KERI ASKEW BAILEY)",CHARTER COMMUNICATIONS OPERATING
"CHARTER PUBLIC SCHOOL PAC, SPONSORED BY CALIFORNIA CHARTER SCHOOLS ASSOCIATION ADVOCATES",CHARTER PUBLIC SCHOOLS PAC
CHARTER PUBLIC SCHOOLS PAC,CHARTER PUBLIC SCHOOLS PAC
"CHARTER PUBLIC SCHOOLS PAC, SPONSORED BY CALIFORNIA CHARTER SCHOOLS ASSOCIATION ADVOCATES",CHARTER PUBLIC SCHOOLS PAC
CHARTER PUBLIC SCHOOLS POLITICAL ACTION COMMITTEE,CHARTER PUBLIC SCHOOLS PAC
"CHARTER PUBLIC SCHOOLS POLITICAL ACTION COMMITTEE, SPONSORED BY CALIFORNIA CHARTER SCHOOLS ASSOCIATION ADVOCATES",CHARTER PUBLIC SCHOOLS PAC
CHAU NGUYEN,CHAU NGUYEN
CHUYEN NGUYEN,CHAU NGUYEN
CHECK INTO CASH OF CALIFORNIA INC.,CHECK INTO CASH OF CALIFORNIA
"CHECK INTO CASH OF CALIFORNIA, INC.",CHECK INTO CASH OF CALIFORNIA
CHEN GE,CHEN GE
GE CHEN,CHEN GE
CHEVRON CORP.,CHEVRON
CHEVRON CORPORATION,CHEVRON
CHEVRON CORPORATION AND ITS SUBSIDIARIES,CHEVRON
CHEVRON CORPORATION AND ITS SUBSIDIARIES/AFFILIATE,CHEVRON
CHEVRON CORPORATION AND ITS SUBSIDIARIES/AFFILIATES,CHEVRON
CHEVRON INC,CHEVRON
CHEVRON POLICY AND GOVERNMENT AFFAIRS,CHEVRON
CHEVRON POLICY GOV'T & PUBLIC AFFAIRS,CHEVRON
CHEVRON POLICY GOVERNMENMT & PUBLIC AFFAIRS,CHEVRON
CHEVRON POLICY GOVERNMENT & PUBLIC AFFAIRS,CHEVRON
CHEVRON POLICY GOVT & PUBL AFFAIRS,CHEVRON
CHEVRON POLICY GOVT & PUBL AFFIARS,CHEVRON
CHEVRON POLICY GOVT & PUBLIC AFFAIRS,CHEVRON
CHEVRON POLICY GOVT. & PUBLIC AFFAIRS,CHEVRON
CHEVRON U.S.A INC.,CHEVRON
CHEVRON U.S.A. INC,CHEVRON
CHEVRON U.S.A. INC.,CHEVRON
"CHEVRON U.S.A., INC.",CHEVRON
CHEVRON USA INC.,CHEVRON
"CHEVRON USA, INC.",CHEVRON
"YIP, CHING KELLY",CHING YIP
CHRIS  ESKIJIAN,CHRIS ESKIJIAN
CHRIS ESKIJIAN,CHRIS ESKIJIAN
CHRIS PAINE,CHRIS PAINE
CHRIS PAYNE,CHRIS PAINE
CHRIS WARD FOR ASSEMBLY 2022,CHRIS WARD FOR ASSEMBLY
CHRISTINA ABREU PESTONI,CHRISTINA ABREU PESTONI
CHRISTINA PESTONI ABREU,CHRISTINA ABREU PESTONI
"POWELL-MILLER, CHRISTINE",CHRISTINE POWELL-MILLAR
CHUAN  MO,CHUAN MO
CHUAN MO,CHUAN MO
CHY HORNG ( CHRIS ) LIANG,CHY HORNG ( CHRIS ) LIANG
CHY HORNG (CHRIS) LIANG,CHY HORNG ( CHRIS ) LIANG
CIRCLE GREEN INC.,CIRCLE GREEN
"CIRCLE GREEN, INC.",CIRCLE GREEN
CITIGROUP INC. PAC - STATE (CITI PAC-STATE),CITIGROUP
"CITIGROUP, INC. PAC - STATE (CITI PAC-STATE)",CITIGROUP
CITY BEST INSURANCE SERVICES INC.,CITY BEST INSURANCE SERVICES
"CITY BEST INSURANCE SERVICES, INC.",CITY BEST INSURANCE SERVICES
"CLEAR CHANNEL OUTDOOR, LLC",CLEAR CHANNEL OUTDOOR
"CLEAR CHANNEL OUTDOOR, LLC (BRYAN PARKER)",CLEAR CHANNEL OUTDOOR
"CLEAR CHANNNEL OUTDOOR, LLC",CLEAR CHANNEL OUTDOOR
CLINT CRONIC,CLINT CRONIC
CRONIC CLINT,CLINT CRONIC
CNA - CONTINENTAL CASUALTY COMPANY,CNA - CONTINENTAL CASUALTY COMPANY
CNA FINANCIAL,CNA - CONTINENTAL CASUALTY COMPANY
CNA INSURANCE,CNA - CONTINENTAL CASUALTY COMPANY
CONTINENTAL CASUALTY COMPANY,CNA - CONTINENTAL CASUALTY COMPANY
CONTINENTAL CASUALTY COMPANY (CNA),CNA - CONTINENTAL CASUALTY COMPANY
"COALINGA FEED YARD, INC.",COALINGA FEED YARD
"COALINGA FEED YARD, INC. (RESTRICTED USE ACCOUNT)",COALINGA FEED YARD
COAST CENTRAL CREDIT UNION (INDEPENDENT EXPENDITURE),COAST CENTRAL CREDIT UNION
"COINBASE, INC",COINBASE
"COINBASE, INC.",COINBASE
COLLINS ELECTRICAL COMPANY INC.,COLLINS ELECTRICAL COMPANY
"COLLINS ELECTRICAL COMPANY, INC.",COLLINS ELECTRICAL COMPANY
"COMANI, L.P",COMANI
"COMANI, LP",COMANI
COMCAST CABLE COMMUNICATIONS,COMCAST
COMCAST CORPORATION,COMCAST
COMCAST CORPORATION AND AFFILIATED ENTITIES,COMCAST
COMCAST CORPORATION AND AFFILIATED ENTITIES  INCLUDING NBCUNIVERSAL MEDIA LLC(KATHY BANUELOS),COMCAST
COMCAST CORPORATION AND AFFILIATED ENTITIES INCLUDING NBCUNIVERSAL MEDIA LLC,COMCAST
COMCAST CORPORATION AND AFFILIATED ENTITIES INCLUDING NBCUNIVERSAL MEDIA LLC(JOHN MANNION),COMCAST
"COMCAST CORPORATION AND AFFILIATED ENTITIES INCLUDING NBCUNIVERSAL MEDIA, LLC",COMCAST
"COMCAST CORPORATION AND AFFILIATED ENTITIES, INCLUDING NBCUNIVERSAL MEDIA LLC",COMCAST
"COMCAST CORPORATION AND AFFILIATED ENTITIES, INCLUDING NBCUNIVERSAL MEDIA LLC(JOHN MANNION)",COMCAST
COMCAST FINANCIAL  AGENCY CORPORATION,COMCAST
COMCAST FINANCIAL AGENCY CORP,COMCAST
COMCAST FINANCIAL AGENCY CORP.,COMCAST
COMCAST FINANCIAL AGENCY CORPORATION,COMCAST
COMCAST FINANCIAL AGENCY CORPORATION,COMCAST
COMCAST FINANCIAL AGENCY CORPORATION,COMCAST
"COMMITTEE TO EXPAND THE MIDDLE CLASS CANDIDATE COMMITTEE SPONSORED BY AIRBNB, INC.",COMMITTEE TO EXPAND THE MIDDLE CLASS CANDIDATE COMMITTEE
"THE COMMITTEE TO EXPAND THE MIDDLE CLASS CANDIDATE COMMITTEE, SPONSORED BY AIRBNB, INC.",COMMITTEE TO EXPAND THE MIDDLE CLASS CANDIDATE COMMITTEE
COMMON ENERGY,COMMON ENERGY
COMMON ENERGY LLC,COMMON ENERGY
COMMUNITIES FOR CALIFORNIA CARDROOMS PAC,COMMUNITIES FOR CALIFORNIA CARDROOMS
COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA
MONTAGE HEALTH - COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA
"CONCERNED AMERICANS FOR RESPONSIBLE GOVERNMENT (CARGO PAC), SPONSORED BY THE CALIFORNIA TRUCKING ASSOCIATION",CONCERNED AMERICANS FOR RESPONSIBLE GOVERNMENT PAC
CONCERNED AMERICANS FOR RESPONSIBLE GOVERNMENT (CARGO) PAC SPONSORED BY THE CALIFORNIA TRUCKING ASSOCIATION,CONCERNED AMERICANS FOR RESPONSIBLE GOVERNMENT PAC
CONCERNED AMERICANS FOR RESPONSIBLE GOVERNMENT (CARGO) SPONSORED BY THE CALIFORNIA TRUCKING ASSOCIATION,CONCERNED AMERICANS FOR RESPONSIBLE GOVERNMENT PAC
CONCERNED AMERICANS FOR RESPONSIBLE GOVERNMENT SPONSORED BY THE CALIFORNIA TRUCKING ASSOCIATION,CONCERNED AMERICANS FOR RESPONSIBLE GOVERNMENT PAC
"CONCERNED AMERICANS FOR RESPONSIBLE GOVERNMENT, SPONSORED BY THE CALIFORNIA TRUCKING ASSOCIATION",CONCERNED AMERICANS FOR RESPONSIBLE GOVERNMENT PAC
CONDUENT INCORPORATED POLITICAL ACTION COMMITTEE (CNDT PAC) (FED PAC ID #C00629527,CONDUENT
CONDUENT INCORPORATED POLITICAL ACTION COMMITTEE (CNDT PAC) (FED PAC ID #C00629527),CONDUENT
"CONNIE E. MORRIS DDS, A DENTAL CORPORATION",CONNIE E MORRIS DDS
"CONNIE E. MORRIS, DDS, A DENTAL CORPORATION",CONNIE E MORRIS DDS
CONSTRUCTION & GENERAL LABORERS LOCAL UNION 304,CONSTRUCTION & GENERAL LABORERS LOCAL 304
CONSTRUCTION & GENERAL LABORERS LOCAL UNION 304 PAC SMALL CONTRIBUTOR COMMITTEE,CONSTRUCTION & GENERAL LABORERS LOCAL UNION 304
